Tweet ID;Retweets;Favorites;App
1293598107721011200;0;0;Twitter for iPhone
1293598089215868934;0;0;Twitter for iPhone
1293598082530258949;0;0;Twitter for iPhone
1293597996257427456;0;0;Twitter Web App
1293597900283543552;0;0;Twitter for Android
1293597816766504960;0;0;Twitter for Android
1293597756347625472;0;2;Twitter for iPhone
1293597712600965121;0;0;Twitter for iPhone
1293597658708185088;0;0;Twitter for Android
1293597641625014272;0;0;Twitter Web App
1293597591813283840;0;2;Twitter Web App
1293597583861075973;0;0;Twitter for iPhone
1293597543096557569;0;0;Twitter for Android
1293597501824671755;0;0;Twitter for iPhone
1293597471470268417;0;0;Twitter Web App
1293597287747186688;0;0;Twitter for Android
1293597263047122946;0;0;Twitter for Android
1293597235414994946;0;0;Twitter for Android
1293597219849940992;0;0;Twitter Web App
1293597216951554048;0;0;Twitter for Android
1293597202439430145;0;1;Twitter for iPhone
1293597151713468416;0;2;Twitter for Android
1293597115487330304;0;0;Twitter for Android
1293597069941276672;0;0;Cheap Bots, Done Quick!
1293596875753426944;0;2;Hootsuite Inc.
1293596866920103936;0;0;Twitter for iPhone
1293596800662855683;0;0;Twitter Web App
1293596779833896962;0;0;Twitter for iPad
1293596756177907712;1;2;Twitter for Android
1293596713819807747;1;0;Twitter Web App
1293596672153575434;0;0;TweetDeck
1293596578968739843;0;0;Twitter for Android
1293596437490671616;0;0;Twitter for iPhone
1293596398605271041;0;2;Twitter for Android
1293596396088635394;0;0;Twitter Web App
1293596394599653376;0;0;Twitter Web App
1293596346142908416;0;0;Twitter Web App
1293596328295936001;0;0;Twitter Web App
1293596295983239168;0;1;Twitter Web App
1293596258356142082;0;0;Twitter for iPad
1293596207068016640;0;0;Twitter Web App
1293596145353134081;0;0;Twitter for iPad
1293596119906291712;0;0;Twitter for Android
1293595961747415040;0;0;Twitter Web App
1293595931712135168;0;0;WordPress.com
1293595831526801410;0;0;Twitter for iPhone
1293595778863308801;0;3;Twitter Web App
1293595697468411904;0;0;Twitter Web App
1293595695081910274;0;0;Twitter for Android
1293595637439578112;0;0;Twitter Web App
1293595562281971712;0;0;Twitter Web App
1293595527951523842;1;1;Twitter Web App
1293595487765921797;0;0;Twitter for iPhone
1293595484809043973;0;1;StockTwits Web
1293595375085826048;0;0;Twitter for Android
1293595329560850432;0;0;Twitter Web App
1293595307104546816;0;1;Twitter Web App
1293595284799250434;4;10;Twitter Web App
1293595242826993664;0;2;Twitter for Android
1293595225554853889;0;0;Twitter Web App
1293595171527880704;0;0;Twitter for iPhone
1293595116968357888;0;1;Twitter Web App
1293595106860302336;1;2;Twitter Web App
1293595081824444419;0;0;Twitter Web App
1293595068893364225;4;16;Twitter for iPhone
1293595050308509696;0;0;Twitter for iPhone
1293594989247844352;0;0;Twitter Web App
1293594985825218560;1;3;Twitter Web App
1293594946235256832;0;0;Twitter for iPad
1293594901662199808;0;0;Twitter Web App
1293594900055781376;0;0;Twitter Web App
1293594893496070146;0;0;Twitter for Android
1293594851527843840;1;1;Twitter Web App
1293594849984368641;1;2;Twitter for Android
1293594798033637378;0;0;Twitter for iPhone
1293594699001925634;0;0;DictatorRadar
1293594698347458561;3;6;Twitter for Android
1293594653963571206;0;0;Twitter Web App
1293594497062969345;0;0;Twitter for Android
1293594462946394112;1;0;Twitter Web App
1293594421448134658;0;1;Twitter Web App
1293594387809673216;0;0;Twitter for iPad
1293594364690739200;1;2;Twitter for iPhone
1293594339789148162;0;0;Twitter for Android
1293594339185176579;0;0;Twitter Web App
1293594336102416384;0;0;Twitter for iPhone
1293594253235384320;0;0;Twitter for Android
1293594220633026561;0;0;Twitter Web App
1293594064588341248;0;0;Twitter Web App
1293594024402591744;0;0;Twitter for iPad
1293593981415301120;1;1;Twitter Web App
1293593853119741952;0;0;dlvr.it
1293593852851306496;0;1;dlvr.it
1293593844445876226;1;4;Twitter for Android
1293593813978619904;0;0;Twitter for iPhone
1293583275076784131;0;0;Twitter Web App
1293583218910695424;0;0;Twitter for Android
1293583184601456646;0;0;Twitter Web App
1293583079865552896;0;0;Twitter for iPad
1293583037112946690;0;1;Khoros
1293582991625719810;1;1;TweetDeck
1293582961443344384;0;0;Twitter for Android
1293582957379088384;0;0;Twitter for iPhone
1293582923271032835;0;0;Twitter for iPhone
1293582919118839815;0;0;Twitter for Android
1293582916279304194;0;1;Twitter for iPhone
1293582897631440896;0;0;Twitter for iPad
1293582881135132674;0;0;Twitter for Android
1293582875887992832;0;0;Twitter Web App
1293582875087036417;0;0;Twitter for iPhone
1293582801598644225;2;5;Twitter Web App
1293582798813634562;1;4;Twitter for Android
1293582787732070401;0;0;Twitter for iPhone
1293582770313232390;0;0;Twitter for Android
1293582766106279937;0;0;Twitter for iPhone
1293582718165331969;0;0;Twitter for iPhone
1293582701618819072;0;0;OncForum EditorialBoard Comments
1293582696241758209;0;0;Twitter Web App
1293582679326121984;0;0;Twitter for Android
1293582651425730566;0;0;Twitter Web App
1293582606580305920;0;0;Twitter for iPhone
1293582576997859329;0;1;Twitter for Android
1293582492289695746;0;2;Twitter Web App
1293582436312342528;0;0;Twitter for Android
1293582429681324033;0;0;Twitter Web App
1293582402598707205;0;0;Hootsuite Inc.
1293582345170124800;0;0;Twitter for Android
1293582207806840833;0;1;Twitter for iPad
1293582187032383500;0;0;Twitter for iPhone
1293582181089136641;0;0;Twitter for Android
1293582099493027842;0;3;Twitter for iPhone
1293582068044181512;0;0;Twitter Web App
1293582048959979520;0;0;WordPress.com
1293582004332761089;0;0;Twitter for iPad
1293581933457428486;0;2;Twitter for Android
1293581914717249536;1;2;Twitter Web App
1293581910980079618;0;0;Twitter Web App
1293581895951945732;1;1;Twitter Web App
1293581858014400514;0;0;Twitter Web App
1293581847344156681;0;0;Twitter for Android
1293581809687490561;0;0;Twitter Web App
1293581793539620866;0;0;Twitter for Android
1293581782638645248;0;1;Twitter for iPhone
1293581771884204038;0;0;Twitter Web App
1293581745913135109;0;0;Twitter Web App
1293581736392060928;1;1;Twitter Web App
1293581721355595776;0;0;Twitter for Android
1293581688593842177;0;0;Twitter for iPhone
1293581660508885002;0;0;Twitter Web App
1293581472516001793;8;45;Twitter for iPhone
1293581429524385793;0;0;Twitter for iPhone
1293581416249384961;0;0;Twitter for iPhone
1293581415452250112;0;0;Twitter for iPhone
1293581313694412801;0;0;Twitter for iPhone
1293581289614741504;0;0;Twitter for iPhone
1293581271432441859;0;0;Twitter for Android
1293581256454635520;4;82;Twitter for iPhone
1293581135721660416;5;10;Twitter for iPad
1293581092931477506;0;1;Twitter for iPad
1293581083720720392;0;0;Twitter Web App
1293581074086338566;0;0;Twitter for iPad
1293581013835186178;0;0;Twitter Web App
1293581011918434305;0;0;Twitter for iPhone
1293581007078260737;1;4;Twitter Web App
1293580989743001600;0;0;Twitter for iPhone
1293580946495680513;0;0;Twitter for Android
1293580914975440899;0;0;Twitter Web App
1293580865814102022;0;0;Twitter for iPhone
