Date;Tweet Text;Tweet ID;Screen Name
12/08/2020 17:04;So realDonaldTrump are you going to condemn the RussianBountiesOnOurTroops or just praise Putin some more RT SenDuckworth Today would ve been a good day to condemn Putin for reportedly putting bounties on our troops realDonaldTrump But then again any of the last days since this story broke would have been good too ;1293669794449891328;@kmoliscollier
12/08/2020 17:04;via NYTimes can t wait for Trump to start pandering for US to start using this Russian scam ;1293669781095227394;@Dogmommaz3
12/08/2020 17:04; You kids right now should be paying attention to Belarus The USSR was not built in a day Putin has designs on Eastern Europe The worst part about it he knows it s attainable with a weakened United States Floor plan was laid years ago Might even threaten the Germans again ;1293669679953657856;@Raytown_12
12/08/2020 17:04;How long has Putin had the COVID vaccine under wraps Since October November December Now wouldn t THAT be ironic The Russian Virus let loose in the Chinese wet market in order to bring down it s greatest rivals the Chinese and Americans ;1293669652330156032;@WendyCreates
12/08/2020 17:04;I want to just say to the people of this country you have battled back from worst but the first thing you need to do is get rid of the Putin lover Donald Trump and Mike Pence;1293669649477967872;@JamesCharlesWa7
12/08/2020 17:03;ON THIS QAnon bandwagon Humans especially the uneducated simpletons are so damn EASY to Manipulate amp CON Do these idiots realize that this conspiracy is made and run by Russia trump is even a supporter All the easier now b manipulated by Putin Simply Unreal ;1293669587939143681;@rnadna2
12/08/2020 17:03;Bitching Mitch senatemajldr how s WINNING going You tired of winning Or are you only counting score for Trump and Putin RT TeresaShank glennkirschner Mitch puts the KY in Kentucky ;1293669585959280640;@mattfier
12/08/2020 17:03;Good one You need to think for yourself Do you like being told what to think Trump knows Putin put bounties on the heads of US soldiers WHY won t Trump stand up to Putin RT Lurabyss Klayoven Lrihendry Wrong We voted for Trump because he can t be controlled or bought by the puppeteers who have controlled DC for decades He was successful and wealthy BEFORE he became a politician not while he was in office like many tcot ccot MAGA KAG Democrats Riots WalkAway BLEXIT;1293669490832445440;@Klayoven
12/08/2020 17:03;Putin Russia first to approve COVID vaccine Source Reuters click here ;1293669430518480898;@cov_19worldstat
12/08/2020 17:03;Or Grandma pissed with noise Husband pissed off by wife I thought it was Putin Old dude cleaning gun RT stan rezaee thehill Lets see how the perp will be branded by the media Muslim Terroist Black Guy Gangbanger Latino MS bad hombre White Guy Good ole boy who meant no harm He was just having a bad day He use to play football and his friends call him a nice guy ;1293669400340389888;@sauconykid
12/08/2020 17:03;Trump v Putin A Vaccine Manhood Contest via YahooNews;1293669350688223233;@RangerLeRoyAda1
12/08/2020 16:20;Possible side effect of vaccine the whole of Russia begin to recognise Putin as a monarch RT Reuters Russia says medics to get anti COVID shots in two weeks some Russians wary;1293658739887804417;@pkacee
12/08/2020 16:20;I guess im the only one who doenst like spoilers especially not from that person related to Putin;1293658736834367488;@saltMariaa
12/08/2020 16:20;Putin claims Russia has the first vaccine for coronavirus via YouTube;1293658668911730689;@MillerOval
12/08/2020 16:20;CBS News Putin claims Russia has developed a coronavirus vaccine via GoogleNews;1293658645251739648;@tlumaczEN
12/08/2020 16:20;So glad the backlash effected you RobertUnanue GoyaFoods because of your pathetic support of the racist bigot trump who doesn t even denounce Putin for having American Soldiers killed And he s knowingly lied about COVID killing over Americans BloodOnTrumphands;1293658590717382659;@CildaShaur
12/08/2020 16:20;Putin owns the Republican party and since they are in the leadership role they do Putin s bidding RT McFaul Belarusians inside and outside of the country have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy I can t explain Can you ;1293658579795410944;@imaldridge
12/08/2020 16:20;Congress let alone an Act of Congress is now just a tragic joke The only ones that benefit from Congress are the Wealthy Corrupt Trump and Putin Our once free and fair elections are anything but We have days to set things straight or our Democracy dies ;1293658565111152640;@Dusklikethunder
12/08/2020 16:20;The last thing we need is for the the GOP to be taken over by dipshits and douchebags who care more about sucking Putin s cock than the Constitution and prosperity and well being of American people Oh my mistake that already happened moron traitor GymJordan RT Jim Jordan The last thing we need is for our country to be any more like San Francisco ;1293658538200506369;@phil_marlo
